"filename", "language", "YAML", "Dart", "HTML", "Properties", "C++", "JSON", "Markdown", "Groovy", "Swift", "XML", "comment", "blank", "total"
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\profile_view\profile_view.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\profile_view\widgets\profile_body.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\profile_view\widgets\profile_option_list.dart", "Dart", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 101
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\profile_view\widgets\profile_top_action.dart", "Dart", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 60
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\search_view\search_view.dart", "Dart", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 78
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\search_view\widgets\filter_buttons.dart", "Dart", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 121
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\search_view\widgets\search_body.dart", "Dart", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 121
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\search_view\widgets\search_row.dart", "Dart", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 134
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\signup_view\register_screen.dart", "Dart", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\signup_view\widgets\registeration_body.dart", "Dart", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 93
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\signup_view\widgets\registeration_button.dart", "Dart", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\signup_view\widgets\registeration_form.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 85
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\smart_trade_view\smart_trade_view.dart", "Dart", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\smart_trade_view\widgets\smart_trade_body.dart", "Dart", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\smart_trade_view\widgets\smart_trade_bottom_sheet.dart", "Dart", 0, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 281
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\smart_trade_view\widgets\smart_trade_detail.dart", "Dart", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 71
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\smart_trade_view\widgets\smart_trade_header.dart", "Dart", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 80
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\smart_trade_view\widgets\smart_trade_list.dart", "Dart", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 102
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\smart_trade_view\widgets\smart_trade_list_item_body.dart", "Dart", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 188
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\splash_view\splash_view.dart", "Dart", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 50
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\subscription_view\subscription_view.dart", "Dart", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\subscription_view\widgets\new_subscription.dart", "Dart", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 58
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\subscription_view\widgets\subscription_body.dart", "Dart", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\subscription_view\widgets\subscription_package.dart", "Dart", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 45
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\subscription_view\widgets\subscription_package_back.dart", "Dart", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 120
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\subscription_view\widgets\subscription_package_front.dart", "Dart", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 57
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\trade_view\trade_view.dart", "Dart", 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25, 255
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\trade_view\widgets\trade_amount.dart", "Dart", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 94
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\trade_view\widgets\trade_body.dart", "Dart", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 89
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\trade_view\widgets\trade_controller.dart", "Dart", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 149
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\trade_view\widgets\trade_type.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\wallet_view\wallet_view.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\wallet_view\widgets\wallet_action_button.dart", "Dart", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 65
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\wallet_view\widgets\wallet_body.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\Users\amjrr\Documents\GitHub\cryptop\lib\views\wallet_view\widgets\wallet_detail.dart", "Dart", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 120
"c:\Users\amjrr\Documents\GitHub\cryptop\pubspec.yaml", "YAML", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 17, 127
"c:\Users\amjrr\Documents\GitHub\cryptop\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 7, 31
"c:\Users\amjrr\Documents\GitHub\cryptop\web\index.html", "HTML", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 17, 6, 102
"c:\Users\amjrr\Documents\GitHub\cryptop\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 56, 11463, 79, 8, 1, 180, 13, 86, 12, 129, 244, 972, 13243
